stt,age,inc,eth,sex,edu,kid,mar,pop2008
AL,18-29,$40-75k,Hispanic,Male,Some Coll,Kids,Single,25
AL,18-29,$40-75k,Hispanic,Male,Some Coll,No Kids,Married,3
AL,18-29,$40-75k,Hispanic,Male,Some Coll,No Kids,Single,132
AL,18-29,$40-75k,Hispanic,Male,Coll,Kids,Married,46
AL,18-29,$40-75k,Hispanic,Male,Coll,Kids,Single,0
AL,18-29,$40-75k,Hispanic,Male,Coll,No Kids,Married,14
AL,18-29,$40-75k,Hispanic,Male,Coll,No Kids,Single,26
AL,18-29,$40-75k,Hispanic,Male,Post-Grad,Kids,Married,0
AL,18-29,$40-75k,Hispanic,Male,Post-Grad,Kids,Single,0
AL,18-29,$40-75k,Hispanic,Male,Post-Grad,No Kids,Married,0
AL,18-29,$40-75k,Hispanic,Male,Post-Grad,No Kids,Single,13
AL,18-29,$40-75k,Hispanic,Female,< HS,Kids,Married,202
AL,18-29,$40-75k,Hispanic,Female,< HS,Kids,Single,60
AL,18-29,$40-75k,Hispanic,Female,< HS,No Kids,Married,0
AL,18-29,$40-75k,Hispanic,Female,< HS,No Kids,Single,11
AL,18-29,$40-75k,Hispanic,Female,HS,Kids,Married,40
AL,18-29,$40-75k,Hispanic,Female,HS,Kids,Single,454
AL,18-29,$40-75k,Hispanic,Female,HS,No Kids,Married,80
AL,18-29,$40-75k,Hispanic,Female,HS,No Kids,Single,151
AL,18-29,$40-75k,Hispanic,Female,Some Coll,Kids,Married,122
AL,18-29,$40-75k,Hispanic,Female,Some Coll,Kids,Single,217
AL,18-29,$40-75k,Hispanic,Female,Some Coll,No Kids,Married,64
AL,18-29,$40-75k,Hispanic,Female,Some Coll,No Kids,Single,254
AL,18-29,$40-75k,Hispanic,Female,Coll,Kids,Married,54
AL,18-29,$40-75k,Hispanic,Female,Coll,Kids,Single,0
AL,18-29,$40-75k,Hispanic,Female,Coll,No Kids,Married,14
AL,18-29,$40-75k,Hispanic,Female,Coll,No Kids,Single,5
AL,18-29,$40-75k,Hispanic,Female,Post-Grad,Kids,Married,10
AL,18-29,$40-75k,Hispanic,Female,Post-Grad,Kids,Single,0
AL,18-29,$40-75k,Hispanic,Female,Post-Grad,No Kids,Married,19
AL,18-29,$40-75k,Hispanic,Female,Post-Grad,No Kids,Single,18
AL,18-29,$40-75k,Other,Male,< HS,Kids,Married,105
AL,18-29,$40-75k,Other,Male,< HS,Kids,Single,0
AL,18-29,$40-75k,Other,Male,< HS,No Kids,Married,25
AL,18-29,$40-75k,Other,Male,< HS,No Kids,Single,100
AL,18-29,$40-75k,Other,Male,HS,Kids,Married,0
AL,18-29,$40-75k,Other,Male,HS,Kids,Single,73
AL,18-29,$40-75k,Other,Male,HS,No Kids,Married,136
AL,18-29,$40-75k,Other,Male,HS,No Kids,Single,342
AL,18-29,$40-75k,Other,Male,Some Coll,Kids,Married,86
AL,18-29,$40-75k,Other,Male,Some Coll,Kids,Single,233
AL,18-29,$40-75k,Other,Male,Some Coll,No Kids,Married,175
AL,18-29,$40-75k,Other,Male,Some Coll,No Kids,Single,407
AL,18-29,$40-75k,Other,Male,Coll,Kids,Married,99
AL,18-29,$40-75k,Other,Male,Coll,Kids,Single,0
AL,18-29,$40-75k,Other,Male,Coll,No Kids,Married,0
AL,18-29,$40-75k,Other,Male,Coll,No Kids,Single,25
AL,18-29,$40-75k,Other,Male,Post-Grad,Kids,Married,0
AL,18-29,$40-75k,Other,Male,Post-Grad,Kids,Single,0
AL,18-29,$40-75k,Other,Male,Post-Grad,No Kids,Married,0
AL,18-29,$40-75k,Other,Male,Post-Grad,No Kids,Single,122
AL,18-29,$40-75k,Other,Female,< HS,Kids,Married,78
AL,18-29,$40-75k,Other,Female,< HS,Kids,Single,72
AL,18-29,$40-75k,Other,Female,< HS,No Kids,Married,0
AL,18-29,$40-75k,Other,Female,< HS,No Kids,Single,65
AL,18-29,$40-75k,Other,Female,HS,Kids,Married,47
AL,18-29,$40-75k,Other,Female,HS,Kids,Single,145
AL,18-29,$40-75k,Other,Female,HS,No Kids,Married,323
AL,18-29,$40-75k,Other,Female,HS,No Kids,Single,78
AL,18-29,$40-75k,Other,Female,Some Coll,Kids,Married,233
AL,18-29,$40-75k,Other,Female,Some Coll,Kids,Single,59
AL,18-29,$40-75k,Other,Female,Some Coll,No Kids,Married,123
AL,18-29,$40-75k,Other,Female,Some Coll,No Kids,Single,188
AL,18-29,$40-75k,Other,Female,Coll,Kids,Married,17
AL,18-29,$40-75k,Other,Female,Coll,Kids,Single,0
AL,18-29,$40-75k,Other,Female,Coll,No Kids,Married,43
AL,18-29,$40-75k,Other,Female,Coll,No Kids,Single,157
AL,18-29,$40-75k,Other,Female,Post-Grad,Kids,Married,17
AL,18-29,$40-75k,Other,Female,Post-Grad,Kids,Single,0
AL,18-29,$40-75k,Other,Female,Post-Grad,No Kids,Married,17
AL,18-29,$40-75k,Other,Female,Post-Grad,No Kids,Single,0
AL,18-29,$75-150k,White,Male,< HS,Kids,Married,87
AL,18-29,$75-150k,White,Male,< HS,Kids,Single,1942
AL,18-29,$75-150k,White,Male,< HS,No Kids,Married,191
AL,18-29,$75-150k,White,Male,< HS,No Kids,Single,3502
AL,18-29,$75-150k,White,Male,HS,Kids,Married,958
AL,18-29,$75-150k,White,Male,HS,Kids,Single,3677
AL,18-29,$75-150k,White,Male,HS,No Kids,Married,1293
AL,18-29,$75-150k,White,Male,HS,No Kids,Single,10089
AL,18-29,$75-150k,White,Male,Some Coll,Kids,Married,2142
AL,18-29,$75-150k,White,Male,Some Coll,Kids,Single,4208
AL,18-29,$75-150k,White,Male,Some Coll,No Kids,Married,1535
AL,18-29,$75-150k,White,Male,Some Coll,No Kids,Single,11215
AL,18-29,$75-150k,White,Male,Coll,Kids,Married,1004
AL,18-29,$75-150k,White,Male,Coll,Kids,Single,439
AL,18-29,$75-150k,White,Male,Coll,No Kids,Married,2004
AL,18-29,$75-150k,White,Male,Coll,No Kids,Single,3382
AL,18-29,$75-150k,White,Male,Post-Grad,Kids,Married,255
AL,18-29,$75-150k,White,Male,Post-Grad,Kids,Single,48
AL,18-29,$75-150k,White,Male,Post-Grad,No Kids,Married,794
AL,18-29,$75-150k,White,Male,Post-Grad,No Kids,Single,563
AL,18-29,$75-150k,White,Female,< HS,Kids,Married,177
AL,18-29,$75-150k,White,Female,< HS,Kids,Single,1029
AL,18-29,$75-150k,White,Female,< HS,No Kids,Married,385
AL,18-29,$75-150k,White,Female,< HS,No Kids,Single,2174
AL,18-29,$75-150k,White,Female,HS,Kids,Married,1299
AL,18-29,$75-150k,White,Female,HS,Kids,Single,2338
AL,18-29,$75-150k,White,Female,HS,No Kids,Married,1180
AL,18-29,$75-150k,White,Female,HS,No Kids,Single,4588
AL,18-29,$75-150k,White,Female,Some Coll,Kids,Married,3016
AL,18-29,$75-150k,White,Female,Some Coll,Kids,Single,4230
AL,18-29,$75-150k,White,Female,Some Coll,No Kids,Married,1881
AL,18-29,$75-150k,White,Female,Some Coll,No Kids,Single,8440
AL,18-29,$75-150k,White,Female,Coll,Kids,Married,2311
AL,18-29,$75-150k,White,Female,Coll,Kids,Single,333
AL,18-29,$75-150k,White,Female,Coll,No Kids,Married,3484
AL,18-29,$75-150k,White,Female,Coll,No Kids,Single,2777
AL,18-29,$75-150k,White,Female,Post-Grad,Kids,Married,1001
AL,18-29,$75-150k,White,Female,Post-Grad,Kids,Single,66
AL,18-29,$75-150k,White,Female,Post-Grad,No Kids,Married,1346
AL,18-29,$75-150k,White,Female,Post-Grad,No Kids,Single,536
AL,18-29,$75-150k,Black,Male,< HS,Kids,Married,0
AL,18-29,$75-150k,Black,Male,< HS,Kids,Single,598
AL,18-29,$75-150k,Black,Male,< HS,No Kids,Married,30
AL,18-29,$75-150k,Black,Male,< HS,No Kids,Single,721
AL,18-29,$75-150k,Black,Male,HS,Kids,Married,388
AL,18-29,$75-150k,Black,Male,HS,Kids,Single,1501
AL,18-29,$75-150k,Black,Male,HS,No Kids,Married,170
AL,18-29,$75-150k,Black,Male,HS,No Kids,Single,2729
AL,18-29,$75-150k,Black,Male,Some Coll,Kids,Married,404
AL,18-29,$75-150k,Black,Male,Some Coll,Kids,Single,1020
AL,18-29,$75-150k,Black,Male,Some Coll,No Kids,Married,113
AL,18-29,$75-150k,Black,Male,Some Coll,No Kids,Single,2553
AL,18-29,$75-150k,Black,Male,Coll,Kids,Married,292
AL,18-29,$75-150k,Black,Male,Coll,Kids,Single,20
AL,18-29,$75-150k,Black,Male,Coll,No Kids,Married,252
AL,18-29,$75-150k,Black,Male,Coll,No Kids,Single,904
AL,18-29,$75-150k,Black,Male,Post-Grad,Kids,Married,0
AL,18-29,$75-150k,Black,Male,Post-Grad,Kids,Single,0
AL,18-29,$75-150k,Black,Male,Post-Grad,No Kids,Married,139
AL,18-29,$75-150k,Black,Male,Post-Grad,No Kids,Single,0
AL,18-29,$75-150k,Black,Female,< HS,Kids,Married,0
AL,18-29,$75-150k,Black,Female,< HS,Kids,Single,464
AL,18-29,$75-150k,Black,Female,< HS,No Kids,Married,0
AL,18-29,$75-150k,Black,Female,< HS,No Kids,Single,460
AL,18-29,$75-150k,Black,Female,HS,Kids,Married,245
AL,18-29,$75-150k,Black,Female,HS,Kids,Single,753
AL,18-29,$75-150k,Black,Female,HS,No Kids,Married,61
AL,18-29,$75-150k,Black,Female,HS,No Kids,Single,1841
AL,18-29,$75-150k,Black,Female,Some Coll,Kids,Married,371
AL,18-29,$75-150k,Black,Female,Some Coll,Kids,Single,1207
AL,18-29,$75-150k,Black,Female,Some Coll,No Kids,Married,187
AL,18-29,$75-150k,Black,Female,Some Coll,No Kids,Single,2412
AL,18-29,$75-150k,Black,Female,Coll,Kids,Married,200
AL,18-29,$75-150k,Black,Female,Coll,Kids,Single,420
AL,18-29,$75-150k,Black,Female,Coll,No Kids,Married,322
AL,18-29,$75-150k,Black,Female,Coll,No Kids,Single,1311
AL,18-29,$75-150k,Black,Female,Post-Grad,Kids,Married,50
AL,18-29,$75-150k,Black,Female,Post-Grad,Kids,Single,0
AL,18-29,$75-150k,Black,Female,Post-Grad,No Kids,Married,208
AL,18-29,$75-150k,Black,Female,Post-Grad,No Kids,Single,151
AL,18-29,$75-150k,Hispanic,Male,< HS,Kids,Married,0
AL,18-29,$75-150k,Hispanic,Male,< HS,Kids,Single,46
AL,18-29,$75-150k,Hispanic,Male,< HS,No Kids,Married,0
AL,18-29,$75-150k,Hispanic,Male,< HS,No Kids,Single,46
AL,18-29,$75-150k,Hispanic,Male,HS,Kids,Married,21
AL,18-29,$75-150k,Hispanic,Male,HS,Kids,Single,32
AL,18-29,$75-150k,Hispanic,Male,HS,No Kids,Married,0
AL,18-29,$75-150k,Hispanic,Male,HS,No Kids,Single,63
AL,18-29,$75-150k,Hispanic,Male,Some Coll,Kids,Married,0
AL,18-29,$75-150k,Hispanic,Male,Some Coll,Kids,Single,152
AL,18-29,$75-150k,Hispanic,Male,Some Coll,No Kids,Married,50
AL,18-29,$75-150k,Hispanic,Male,Some Coll,No Kids,Single,138
AL,18-29,$75-150k,Hispanic,Male,Coll,Kids,Married,0
AL,18-29,$75-150k,Hispanic,Male,Coll,Kids,Single,0
AL,18-29,$75-150k,Hispanic,Male,Coll,No Kids,Married,64
AL,18-29,$75-150k,Hispanic,Male,Coll,No Kids,Single,51
AL,18-29,$75-150k,Hispanic,Male,Post-Grad,Kids,Married,0
AL,18-29,$75-150k,Hispanic,Male,Post-Grad,Kids,Single,0
AL,18-29,$75-150k,Hispanic,Male,Post-Grad,No Kids,Married,0
AL,18-29,$75-150k,Hispanic,Male,Post-Grad,No Kids,Single,0
AL,18-29,$75-150k,Hispanic,Female,< HS,Kids,Married,0
AL,18-29,$75-150k,Hispanic,Female,< HS,Kids,Single,16
AL,18-29,$75-150k,Hispanic,Female,< HS,No Kids,Married,0
AL,18-29,$75-150k,Hispanic,Female,< HS,No Kids,Single,0
AL,18-29,$75-150k,Hispanic,Female,HS,Kids,Married,0
AL,18-29,$75-150k,Hispanic,Female,HS,Kids,Single,44
AL,18-29,$75-150k,Hispanic,Female,HS,No Kids,Married,0
AL,18-29,$75-150k,Hispanic,Female,HS,No Kids,Single,68
AL,18-29,$75-150k,Hispanic,Female,Some Coll,Kids,Married,134
AL,18-29,$75-150k,Hispanic,Female,Some Coll,Kids,Single,49
AL,18-29,$75-150k,Hispanic,Female,Some Coll,No Kids,Married,0
AL,18-29,$75-150k,Hispanic,Female,Some Coll,No Kids,Single,86
AL,18-29,$75-150k,Hispanic,Female,Coll,Kids,Married,0
AL,18-29,$75-150k,Hispanic,Female,Coll,Kids,Single,0
AL,18-29,$75-150k,Hispanic,Female,Coll,No Kids,Married,142
AL,18-29,$75-150k,Hispanic,Female,Coll,No Kids,Single,60
AL,18-29,$75-150k,Hispanic,Female,Post-Grad,Kids,Married,0
AL,18-29,$75-150k,Hispanic,Female,Post-Grad,Kids,Single,0
AL,18-29,$75-150k,Hispanic,Female,Post-Grad,No Kids,Married,0
AL,18-29,$75-150k,Hispanic,Female,Post-Grad,No Kids,Single,0
AL,18-29,$75-150k,Other,Male,< HS,Kids,Married,0
AL,18-29,$75-150k,Other,Male,< HS,Kids,Single,38
AL,18-29,$75-150k,Other,Male,< HS,No Kids,Married,0
AL,18-29,$75-150k,Other,Male,< HS,No Kids,Single,70
AL,18-29,$75-150k,Other,Male,HS,Kids,Married,53
AL,18-29,$75-150k,Other,Male,HS,Kids,Single,289
AL,18-29,$75-150k,Other,Male,HS,No Kids,Married,22
AL,18-29,$75-150k,Other,Male,HS,No Kids,Single,251
AL,18-29,$75-150k,Other,Male,Some Coll,Kids,Married,49
AL,18-29,$75-150k,Other,Male,Some Coll,Kids,Single,200
AL,18-29,$75-150k,Other,Male,Some Coll,No Kids,Married,21
AL,18-29,$75-150k,Other,Male,Some Coll,No Kids,Single,293
AL,18-29,$75-150k,Other,Male,Coll,Kids,Married,0
AL,18-29,$75-150k,Other,Male,Coll,Kids,Single,0
AL,18-29,$75-150k,Other,Male,Coll,No Kids,Married,55
AL,18-29,$75-150k,Other,Male,Coll,No Kids,Single,109
AL,18-29,$75-150k,Other,Male,Post-Grad,Kids,Married,0
AL,18-29,$75-150k,Other,Male,Post-Grad,Kids,Single,0
AL,18-29,$75-150k,Other,Male,Post-Grad,No Kids,Married,5
AL,18-29,$75-150k,Other,Male,Post-Grad,No Kids,Single,55
AL,18-29,$75-150k,Other,Female,< HS,Kids,Married,0
AL,18-29,$75-150k,Other,Female,< HS,Kids,Single,40
AL,18-29,$75-150k,Other,Female,< HS,No Kids,Married,38
AL,18-29,$75-150k,Other,Female,< HS,No Kids,Single,109
AL,18-29,$75-150k,Other,Female,HS,Kids,Married,28
AL,18-29,$75-150k,Other,Female,HS,Kids,Single,193
AL,18-29,$75-150k,Other,Female,HS,No Kids,Married,8
AL,18-29,$75-150k,Other,Female,HS,No Kids,Single,104
AL,18-29,$75-150k,Other,Female,Some Coll,Kids,Married,163
AL,18-29,$75-150k,Other,Female,Some Coll,Kids,Single,36
AL,18-29,$75-150k,Other,Female,Some Coll,No Kids,Married,29
AL,18-29,$75-150k,Other,Female,Some Coll,No Kids,Single,359
AL,18-29,$75-150k,Other,Female,Coll,Kids,Married,21
AL,18-29,$75-150k,Other,Female,Coll,Kids,Single,33
AL,18-29,$75-150k,Other,Female,Coll,No Kids,Married,34
AL,18-29,$75-150k,Other,Female,Coll,No Kids,Single,32
AL,18-29,$75-150k,Other,Female,Post-Grad,Kids,Married,0
AL,18-29,$75-150k,Other,Female,Post-Grad,Kids,Single,0
AL,18-29,$75-150k,Other,Female,Post-Grad,No Kids,Married,101
AL,18-29,$75-150k,Other,Female,Post-Grad,No Kids,Single,0
AL,18-29,$150k+,White,Male,< HS,Kids,Married,0
AL,18-29,$150k+,White,Male,< HS,Kids,Single,553
AL,18-29,$150k+,White,Male,< HS,No Kids,Married,0
AL,18-29,$150k+,White,Male,< HS,No Kids,Single,712
AL,18-29,$150k+,White,Male,HS,Kids,Married,77
AL,18-29,$150k+,White,Male,HS,Kids,Single,724
AL,18-29,$150k+,White,Male,HS,No Kids,Married,61
AL,18-29,$150k+,White,Male,HS,No Kids,Single,2385
AL,18-29,$150k+,White,Male,Some Coll,Kids,Married,75
AL,18-29,$150k+,White,Male,Some Coll,Kids,Single,909
AL,18-29,$150k+,White,Male,Some Coll,No Kids,Married,187
AL,18-29,$150k+,White,Male,Some Coll,No Kids,Single,3825
AL,18-29,$150k+,White,Male,Coll,Kids,Married,41
AL,18-29,$150k+,White,Male,Coll,Kids,Single,267
AL,18-29,$150k+,White,Male,Coll,No Kids,Married,226
AL,18-29,$150k+,White,Male,Coll,No Kids,Single,1468
AL,18-29,$150k+,White,Male,Post-Grad,Kids,Married,162
AL,18-29,$150k+,White,Male,Post-Grad,Kids,Single,0
AL,18-29,$150k+,White,Male,Post-Grad,No Kids,Married,83
AL,18-29,$150k+,White,Male,Post-Grad,No Kids,Single,166
AL,18-29,$150k+,White,Female,< HS,Kids,Married,0
AL,18-29,$150k+,White,Female,< HS,Kids,Single,139
AL,18-29,$150k+,White,Female,< HS,No Kids,Married,0
AL,18-29,$150k+,White,Female,< HS,No Kids,Single,459
AL,18-29,$150k+,White,Female,HS,Kids,Married,53
AL,18-29,$150k+,White,Female,HS,Kids,Single,445
AL,18-29,$150k+,White,Female,HS,No Kids,Married,119
AL,18-29,$150k+,White,Female,HS,No Kids,Single,1350
AL,18-29,$150k+,White,Female,Some Coll,Kids,Married,272
AL,18-29,$150k+,White,Female,Some Coll,Kids,Single,1258
AL,18-29,$150k+,White,Female,Some Coll,No Kids,Married,184
AL,18-29,$150k+,White,Female,Some Coll,No Kids,Single,2450
AL,18-29,$150k+,White,Female,Coll,Kids,Married,324
AL,18-29,$150k+,White,Female,Coll,Kids,Single,343
AL,18-29,$150k+,White,Female,Coll,No Kids,Married,530
AL,18-29,$150k+,White,Female,Coll,No Kids,Single,1136
AL,18-29,$150k+,White,Female,Post-Grad,Kids,Married,0
AL,18-29,$150k+,White,Female,Post-Grad,Kids,Single,0
AL,18-29,$150k+,White,Female,Post-Grad,No Kids,Married,184
AL,18-29,$150k+,White,Female,Post-Grad,No Kids,Single,285
AL,18-29,$150k+,Black,Male,< HS,Kids,Married,0
AL,18-29,$150k+,Black,Male,< HS,Kids,Single,0
AL,18-29,$150k+,Black,Male,< HS,No Kids,Married,0
AL,18-29,$150k+,Black,Male,< HS,No Kids,Single,148
AL,18-29,$150k+,Black,Male,HS,Kids,Married,0
AL,18-29,$150k+,Black,Male,HS,Kids,Single,134
AL,18-29,$150k+,Black,Male,HS,No Kids,Married,0
AL,18-29,$150k+,Black,Male,HS,No Kids,Single,37
AL,18-29,$150k+,Black,Male,Some Coll,Kids,Married,0
AL,18-29,$150k+,Black,Male,Some Coll,Kids,Single,63
AL,18-29,$150k+,Black,Male,Some Coll,No Kids,Married,0
AL,18-29,$150k+,Black,Male,Some Coll,No Kids,Single,252
AL,18-29,$150k+,Black,Male,Coll,Kids,Married,21
AL,18-29,$150k+,Black,Male,Coll,Kids,Single,0
AL,18-29,$150k+,Black,Male,Coll,No Kids,Married,0
AL,18-29,$150k+,Black,Male,Coll,No Kids,Single,165
AL,18-29,$150k+,Black,Male,Post-Grad,Kids,Married,0
AL,18-29,$150k+,Black,Male,Post-Grad,Kids,Single,52
AL,18-29,$150k+,Black,Male,Post-Grad,No Kids,Married,0
AL,18-29,$150k+,Black,Male,Post-Grad,No Kids,Single,0
AL,18-29,$150k+,Black,Female,< HS,Kids,Married,0
AL,18-29,$150k+,Black,Female,< HS,Kids,Single,0
AL,18-29,$150k+,Black,Female,< HS,No Kids,Married,0
AL,18-29,$150k+,Black,Female,< HS,No Kids,Single,30
AL,18-29,$150k+,Black,Female,HS,Kids,Married,0
AL,18-29,$150k+,Black,Female,HS,Kids,Single,107
AL,18-29,$150k+,Black,Female,HS,No Kids,Married,0
AL,18-29,$150k+,Black,Female,HS,No Kids,Single,78
AL,18-29,$150k+,Black,Female,Some Coll,Kids,Married,29
AL,18-29,$150k+,Black,Female,Some Coll,Kids,Single,91
AL,18-29,$150k+,Black,Female,Some Coll,No Kids,Married,0
AL,18-29,$150k+,Black,Female,Some Coll,No Kids,Single,111
AL,18-29,$150k+,Black,Female,Coll,Kids,Married,24
AL,18-29,$150k+,Black,Female,Coll,Kids,Single,0
AL,18-29,$150k+,Black,Female,Coll,No Kids,Married,0
AL,18-29,$150k+,Black,Female,Coll,No Kids,Single,243
AL,18-29,$150k+,Black,Female,Post-Grad,Kids,Married,0
AL,18-29,$150k+,Black,Female,Post-Grad,Kids,Single,0
AL,18-29,$150k+,Black,Female,Post-Grad,No Kids,Married,0
AL,18-29,$150k+,Black,Female,Post-Grad,No Kids,Single,96
AL,18-29,$150k+,Hispanic,Male,< HS,Kids,Married,0
AL,18-29,$150k+,Hispanic,Male,< HS,Kids,Single,186
AL,18-29,$150k+,Hispanic,Male,< HS,No Kids,Married,0
AL,18-29,$150k+,Hispanic,Male,< HS,No Kids,Single,0
AL,18-29,$150k+,Hispanic,Male,HS,Kids,Married,0
AL,18-29,$150k+,Hispanic,Male,HS,Kids,Single,0
AL,18-29,$150k+,Hispanic,Male,HS,No Kids,Married,0
AL,18-29,$150k+,Hispanic,Male,HS,No Kids,Single,0
AL,18-29,$150k+,Hispanic,Male,Some Coll,Kids,Married,11
AL,18-29,$150k+,Hispanic,Male,Some Coll,Kids,Single,35
AL,18-29,$150k+,Hispanic,Male,Some Coll,No Kids,Married,0
AL,18-29,$150k+,Hispanic,Male,Some Coll,No Kids,Single,31
AL,18-29,$150k+,Hispanic,Male,Coll,Kids,Married,0
AL,18-29,$150k+,Hispanic,Male,Coll,Kids,Single,0
AL,18-29,$150k+,Hispanic,Male,Coll,No Kids,Married,0
AL,18-29,$150k+,Hispanic,Male,Coll,No Kids,Single,0
AL,18-29,$150k+,Hispanic,Male,Post-Grad,Kids,Married,0
AL,18-29,$150k+,Hispanic,Male,Post-Grad,Kids,Single,0
AL,18-29,$150k+,Hispanic,Male,Post-Grad,No Kids,Married,0
AL,18-29,$150k+,Hispanic,Male,Post-Grad,No Kids,Single,0
AL,18-29,$150k+,Hispanic,Female,< HS,Kids,Married,0
AL,18-29,$150k+,Hispanic,Female,< HS,Kids,Single,0
AL,18-29,$150k+,Hispanic,Female,< HS,No Kids,Married,0
AL,18-29,$150k+,Hispanic,Female,< HS,No Kids,Single,0
AL,18-29,$150k+,Hispanic,Female,HS,Kids,Married,0
AL,18-29,$150k+,Hispanic,Female,HS,Kids,Single,0
AL,18-29,$150k+,Hispanic,Female,HS,No Kids,Married,0
AL,18-29,$150k+,Hispanic,Female,HS,No Kids,Single,0
AL,18-29,$150k+,Hispanic,Female,Some Coll,Kids,Married,58
AL,18-29,$150k+,Hispanic,Female,Some Coll,Kids,Single,25
AL,18-29,$150k+,Hispanic,Female,Some Coll,No Kids,Married,0
AL,18-29,$150k+,Hispanic,Female,Some Coll,No Kids,Single,23
AL,18-29,$150k+,Hispanic,Female,Coll,Kids,Married,0
AL,18-29,$150k+,Hispanic,Female,Coll,Kids,Single,0
AL,18-29,$150k+,Hispanic,Female,Coll,No Kids,Married,0
AL,18-29,$150k+,Hispanic,Female,Coll,No Kids,Single,0
AL,18-29,$150k+,Hispanic,Female,Post-Grad,Kids,Married,0
AL,18-29,$150k+,Hispanic,Female,Post-Grad,Kids,Single,0
AL,18-29,$150k+,Hispanic,Female,Post-Grad,No Kids,Married,0
AL,18-29,$150k+,Hispanic,Female,Post-Grad,No Kids,Single,0
AL,18-29,$150k+,Other,Male,< HS,Kids,Married,0
AL,18-29,$150k+,Other,Male,< HS,Kids,Single,0
AL,18-29,$150k+,Other,Male,< HS,No Kids,Married,0
AL,18-29,$150k+,Other,Male,< HS,No Kids,Single,30
AL,18-29,$150k+,Other,Male,HS,Kids,Married,0
AL,18-29,$150k+,Other,Male,HS,Kids,Single,0
AL,18-29,$150k+,Other,Male,HS,No Kids,Married,16
AL,18-29,$150k+,Other,Male,HS,No Kids,Single,0
AL,18-29,$150k+,Other,Male,Some Coll,Kids,Married,0
AL,18-29,$150k+,Other,Male,Some Coll,Kids,Single,15
AL,18-29,$150k+,Other,Male,Some Coll,No Kids,Married,35
AL,18-29,$150k+,Other,Male,Some Coll,No Kids,Single,31
AL,18-29,$150k+,Other,Male,Coll,Kids,Married,53
AL,18-29,$150k+,Other,Male,Coll,Kids,Single,36
AL,18-29,$150k+,Other,Male,Coll,No Kids,Married,0
AL,18-29,$150k+,Other,Male,Coll,No Kids,Single,83
AL,18-29,$150k+,Other,Male,Post-Grad,Kids,Married,0
AL,18-29,$150k+,Other,Male,Post-Grad,Kids,Single,0
AL,18-29,$150k+,Other,Male,Post-Grad,No Kids,Married,0
AL,18-29,$150k+,Other,Male,Post-Grad,No Kids,Single,0
AL,18-29,$150k+,Other,Female,< HS,Kids,Married,0
AL,18-29,$150k+,Other,Female,< HS,Kids,Single,0
AL,18-29,$150k+,Other,Female,< HS,No Kids,Married,0
AL,18-29,$150k+,Other,Female,< HS,No Kids,Single,49
AL,18-29,$150k+,Other,Female,HS,Kids,Married,0
AL,18-29,$150k+,Other,Female,HS,Kids,Single,39
AL,18-29,$150k+,Other,Female,HS,No Kids,Married,0
AL,18-29,$150k+,Other,Female,HS,No Kids,Single,0
AL,18-29,$150k+,Other,Female,Some Coll,Kids,Married,0
AL,18-29,$150k+,Other,Female,Some Coll,Kids,Single,41
AL,18-29,$150k+,Other,Female,Some Coll,No Kids,Married,0
AL,18-29,$150k+,Other,Female,Some Coll,No Kids,Single,0
AL,18-29,$150k+,Other,Female,Coll,Kids,Married,0
AL,18-29,$150k+,Other,Female,Coll,Kids,Single,19
AL,18-29,$150k+,Other,Female,Coll,No Kids,Married,0
AL,18-29,$150k+,Other,Female,Coll,No Kids,Single,6
AL,18-29,$150k+,Other,Female,Post-Grad,Kids,Married,0
AL,18-29,$150k+,Other,Female,Post-Grad,Kids,Single,0
AL,18-29,$150k+,Other,Female,Post-Grad,No Kids,Married,0
AL,18-29,$150k+,Other,Female,Post-Grad,No Kids,Single,0
AL,30-44,$0-20k,White,Male,< HS,Kids,Married,3616
AL,30-44,$0-20k,White,Male,< HS,Kids,Single,1020
AL,30-44,$0-20k,White,Male,< HS,No Kids,Married,1341
AL,30-44,$0-20k,White,Male,< HS,No Kids,Single,4672
AL,30-44,$0-20k,White,Male,HS,Kids,Married,3494
AL,30-44,$0-20k,White,Male,HS,Kids,Single,941
AL,30-44,$0-20k,White,Male,HS,No Kids,Married,785
AL,30-44,$0-20k,White,Male,HS,No Kids,Single,4721
AL,30-44,$0-20k,White,Male,Some Coll,Kids,Married,1474
AL,30-44,$0-20k,White,Male,Some Coll,Kids,Single,353
AL,30-44,$0-20k,White,Male,Some Coll,No Kids,Married,512
AL,30-44,$0-20k,White,Male,Some Coll,No Kids,Single,3245
AL,30-44,$0-20k,White,Male,Coll,Kids,Married,187
AL,30-44,$0-20k,White,Male,Coll,Kids,Single,18
AL,30-44,$0-20k,White,Male,Coll,No Kids,Married,30
AL,30-44,$0-20k,White,Male,Coll,No Kids,Single,825
AL,30-44,$0-20k,White,Male,Post-Grad,Kids,Married,135
AL,30-44,$0-20k,White,Male,Post-Grad,Kids,Single,0
AL,30-44,$0-20k,White,Male,Post-Grad,No Kids,Married,31
AL,30-44,$0-20k,White,Male,Post-Grad,No Kids,Single,153
AL,30-44,$0-20k,White,Female,< HS,Kids,Married,2393
AL,30-44,$0-20k,White,Female,< HS,Kids,Single,2569
AL,30-44,$0-20k,White,Female,< HS,No Kids,Married,1643
AL,30-44,$0-20k,White,Female,< HS,No Kids,Single,2539
